"steps","date","interval","dow"
0,2012-10-01,1340,"Monday"
0,2012-10-01,1345,"Monday"
0,2012-10-01,1350,"Monday"
0,2012-10-01,1355,"Monday"
0,2012-10-01,1400,"Monday"
0,2012-10-01,1405,"Monday"
0,2012-10-01,1410,"Monday"
0,2012-10-01,1415,"Monday"
0,2012-10-01,1420,"Monday"
0,2012-10-01,1425,"Monday"
0,2012-10-01,1430,"Monday"
0,2012-10-01,1435,"Monday"
0,2012-10-01,1440,"Monday"
0,2012-10-01,1445,"Monday"
0,2012-10-01,1450,"Monday"
0,2012-10-01,1455,"Monday"
0,2012-10-01,1500,"Monday"
0,2012-10-01,1505,"Monday"
0,2012-10-01,1510,"Monday"
0,2012-10-01,1515,"Monday"
0,2012-10-01,1520,"Monday"
0,2012-10-01,1525,"Monday"
0,2012-10-01,1530,"Monday"
0,2012-10-01,1535,"Monday"
0,2012-10-01,1540,"Monday"
0,2012-10-01,1545,"Monday"
0,2012-10-01,1550,"Monday"
0,2012-10-01,1555,"Monday"
0,2012-10-01,1600,"Monday"
0,2012-10-01,1605,"Monday"
0,2012-10-01,1610,"Monday"
0,2012-10-01,1615,"Monday"
0,2012-10-01,1620,"Monday"
0,2012-10-01,1625,"Monday"
0,2012-10-01,1630,"Monday"
0,2012-10-01,1635,"Monday"
0,2012-10-01,1640,"Monday"
0,2012-10-01,1645,"Monday"
0,2012-10-01,1650,"Monday"
0,2012-10-01,1655,"Monday"
0,2012-10-01,1700,"Monday"
0,2012-10-01,1705,"Monday"
0,2012-10-01,1710,"Monday"
0,2012-10-01,1715,"Monday"
0,2012-10-01,1720,"Monday"
0,2012-10-01,1725,"Monday"
0,2012-10-01,1730,"Monday"
0,2012-10-01,1735,"Monday"
0,2012-10-01,1740,"Monday"
0,2012-10-01,1745,"Monday"
0,2012-10-01,1750,"Monday"
0,2012-10-01,1755,"Monday"
0,2012-10-01,1800,"Monday"
0,2012-10-01,1805,"Monday"
0,2012-10-01,1810,"Monday"
0,2012-10-01,1815,"Monday"
0,2012-10-01,1820,"Monday"
0,2012-10-01,1825,"Monday"
0,2012-10-01,1830,"Monday"
0,2012-10-01,1835,"Monday"
0,2012-10-01,1840,"Monday"
0,2012-10-01,1845,"Monday"
0,2012-10-01,1850,"Monday"
0,2012-10-01,1855,"Monday"
0,2012-10-01,1900,"Monday"
0,2012-10-01,1905,"Monday"
0,2012-10-01,1910,"Monday"
0,2012-10-01,1915,"Monday"
0,2012-10-01,1920,"Monday"
0,2012-10-01,1925,"Monday"
0,2012-10-01,1930,"Monday"
0,2012-10-01,1935,"Monday"
0,2012-10-01,1940,"Monday"
0,2012-10-01,1945,"Monday"
0,2012-10-01,1950,"Monday"
0,2012-10-01,1955,"Monday"
0,2012-10-01,2000,"Monday"
0,2012-10-01,2005,"Monday"
0,2012-10-01,2010,"Monday"
0,2012-10-01,2015,"Monday"
0,2012-10-01,2020,"Monday"
0,2012-10-01,2025,"Monday"
0,2012-10-01,2030,"Monday"
0,2012-10-01,2035,"Monday"
0,2012-10-01,2040,"Monday"
0,2012-10-01,2045,"Monday"
0,2012-10-01,2050,"Monday"
0,2012-10-01,2055,"Monday"
0,2012-10-01,2100,"Monday"
0,2012-10-01,2105,"Monday"
0,2012-10-01,2110,"Monday"
0,2012-10-01,2115,"Monday"
0,2012-10-01,2120,"Monday"
0,2012-10-01,2125,"Monday"
0,2012-10-01,2130,"Monday"
0,2012-10-01,2135,"Monday"
0,2012-10-01,2140,"Monday"
0,2012-10-01,2145,"Monday"
0,2012-10-01,2150,"Monday"
0,2012-10-01,2155,"Monday"
0,2012-10-01,2200,"Monday"
0,2012-10-01,2205,"Monday"
0,2012-10-01,2210,"Monday"
0,2012-10-01,2215,"Monday"
0,2012-10-01,2220,"Monday"
0,2012-10-01,2225,"Monday"
0,2012-10-01,2230,"Monday"
0,2012-10-01,2235,"Monday"
0,2012-10-01,2240,"Monday"
0,2012-10-01,2245,"Monday"
0,2012-10-01,2250,"Monday"
0,2012-10-01,2255,"Monday"
0,2012-10-01,2300,"Monday"
0,2012-10-01,2305,"Monday"
0,2012-10-01,2310,"Monday"
0,2012-10-01,2315,"Monday"
0,2012-10-01,2320,"Monday"
0,2012-10-01,2325,"Monday"
0,2012-10-01,2330,"Monday"
0,2012-10-01,2335,"Monday"
0,2012-10-01,2340,"Monday"
0,2012-10-01,2345,"Monday"
0,2012-10-01,2350,"Monday"
0,2012-10-01,2355,"Monday"
0,2012-10-02,0,"Tuesday"
0,2012-10-02,5,"Tuesday"
0,2012-10-02,10,"Tuesday"
0,2012-10-02,15,"Tuesday"
0,2012-10-02,20,"Tuesday"
0,2012-10-02,25,"Tuesday"
0,2012-10-02,30,"Tuesday"
0,2012-10-02,35,"Tuesday"
0,2012-10-02,40,"Tuesday"
0,2012-10-02,45,"Tuesday"
0,2012-10-02,50,"Tuesday"
0,2012-10-02,55,"Tuesday"
0,2012-10-02,100,"Tuesday"
0,2012-10-02,105,"Tuesday"
0,2012-10-02,110,"Tuesday"
0,2012-10-02,115,"Tuesday"
0,2012-10-02,120,"Tuesday"
0,2012-10-02,125,"Tuesday"
0,2012-10-02,130,"Tuesday"
0,2012-10-02,135,"Tuesday"
0,2012-10-02,140,"Tuesday"
0,2012-10-02,145,"Tuesday"
0,2012-10-02,150,"Tuesday"
0,2012-10-02,155,"Tuesday"
0,2012-10-02,200,"Tuesday"
0,2012-10-02,205,"Tuesday"
0,2012-10-02,210,"Tuesday"
0,2012-10-02,215,"Tuesday"
0,2012-10-02,220,"Tuesday"
0,2012-10-02,225,"Tuesday"
0,2012-10-02,230,"Tuesday"
0,2012-10-02,235,"Tuesday"
0,2012-10-02,240,"Tuesday"
0,2012-10-02,245,"Tuesday"
0,2012-10-02,250,"Tuesday"
0,2012-10-02,255,"Tuesday"
0,2012-10-02,300,"Tuesday"
0,2012-10-02,305,"Tuesday"
0,2012-10-02,310,"Tuesday"
0,2012-10-02,315,"Tuesday"
0,2012-10-02,320,"Tuesday"
0,2012-10-02,325,"Tuesday"
0,2012-10-02,330,"Tuesday"
0,2012-10-02,335,"Tuesday"
0,2012-10-02,340,"Tuesday"
0,2012-10-02,345,"Tuesday"
0,2012-10-02,350,"Tuesday"
0,2012-10-02,355,"Tuesday"
0,2012-10-02,400,"Tuesday"
0,2012-10-02,405,"Tuesday"
0,2012-10-02,410,"Tuesday"
0,2012-10-02,415,"Tuesday"
0,2012-10-02,420,"Tuesday"
0,2012-10-02,425,"Tuesday"
0,2012-10-02,430,"Tuesday"
0,2012-10-02,435,"Tuesday"
0,2012-10-02,440,"Tuesday"
0,2012-10-02,445,"Tuesday"
0,2012-10-02,450,"Tuesday"
0,2012-10-02,455,"Tuesday"
0,2012-10-02,500,"Tuesday"
0,2012-10-02,505,"Tuesday"
0,2012-10-02,510,"Tuesday"
0,2012-10-02,515,"Tuesday"
0,2012-10-02,520,"Tuesday"
0,2012-10-02,525,"Tuesday"
0,2012-10-02,530,"Tuesday"
0,2012-10-02,535,"Tuesday"
0,2012-10-02,540,"Tuesday"
0,2012-10-02,545,"Tuesday"
0,2012-10-02,550,"Tuesday"
0,2012-10-02,555,"Tuesday"
0,2012-10-02,600,"Tuesday"
0,2012-10-02,605,"Tuesday"
0,2012-10-02,610,"Tuesday"
0,2012-10-02,615,"Tuesday"
0,2012-10-02,620,"Tuesday"
0,2012-10-02,625,"Tuesday"
0,2012-10-02,630,"Tuesday"
0,2012-10-02,635,"Tuesday"
0,2012-10-02,640,"Tuesday"
0,2012-10-02,645,"Tuesday"
0,2012-10-02,650,"Tuesday"
0,2012-10-02,655,"Tuesday"
0,2012-10-02,700,"Tuesday"
0,2012-10-02,705,"Tuesday"
0,2012-10-02,710,"Tuesday"
0,2012-10-02,715,"Tuesday"
0,2012-10-02,720,"Tuesday"
0,2012-10-02,725,"Tuesday"
0,2012-10-02,730,"Tuesday"
0,2012-10-02,735,"Tuesday"
0,2012-10-02,740,"Tuesday"
0,2012-10-02,745,"Tuesday"
0,2012-10-02,750,"Tuesday"
0,2012-10-02,755,"Tuesday"
0,2012-10-02,800,"Tuesday"
0,2012-10-02,805,"Tuesday"
0,2012-10-02,810,"Tuesday"
0,2012-10-02,815,"Tuesday"
0,2012-10-02,820,"Tuesday"
0,2012-10-02,825,"Tuesday"
0,2012-10-02,830,"Tuesday"
0,2012-10-02,835,"Tuesday"
0,2012-10-02,840,"Tuesday"
0,2012-10-02,845,"Tuesday"
0,2012-10-02,850,"Tuesday"
0,2012-10-02,855,"Tuesday"
0,2012-10-02,900,"Tuesday"
0,2012-10-02,905,"Tuesday"
0,2012-10-02,910,"Tuesday"
0,2012-10-02,915,"Tuesday"
0,2012-10-02,920,"Tuesday"
0,2012-10-02,925,"Tuesday"
0,2012-10-02,930,"Tuesday"
0,2012-10-02,935,"Tuesday"
0,2012-10-02,940,"Tuesday"
0,2012-10-02,945,"Tuesday"
0,2012-10-02,950,"Tuesday"
0,2012-10-02,955,"Tuesday"
0,2012-10-02,1000,"Tuesday"
0,2012-10-02,1005,"Tuesday"
0,2012-10-02,1010,"Tuesday"
0,2012-10-02,1015,"Tuesday"
0,2012-10-02,1020,"Tuesday"
0,2012-10-02,1025,"Tuesday"
0,2012-10-02,1030,"Tuesday"
0,2012-10-02,1035,"Tuesday"
0,2012-10-02,1040,"Tuesday"
0,2012-10-02,1045,"Tuesday"
0,2012-10-02,1050,"Tuesday"
0,2012-10-02,1055,"Tuesday"
0,2012-10-02,1100,"Tuesday"
0,2012-10-02,1105,"Tuesday"
0,2012-10-02,1110,"Tuesday"
0,2012-10-02,1115,"Tuesday"
0,2012-10-02,1120,"Tuesday"
0,2012-10-02,1125,"Tuesday"
0,2012-10-02,1130,"Tuesday"
0,2012-10-02,1135,"Tuesday"
0,2012-10-02,1140,"Tuesday"
0,2012-10-02,1145,"Tuesday"
0,2012-10-02,1150,"Tuesday"
0,2012-10-02,1155,"Tuesday"
0,2012-10-02,1200,"Tuesday"
0,2012-10-02,1205,"Tuesday"
0,2012-10-02,1210,"Tuesday"
0,2012-10-02,1215,"Tuesday"
0,2012-10-02,1220,"Tuesday"
0,2012-10-02,1225,"Tuesday"
0,2012-10-02,1230,"Tuesday"
0,2012-10-02,1235,"Tuesday"
0,2012-10-02,1240,"Tuesday"
0,2012-10-02,1245,"Tuesday"
0,2012-10-02,1250,"Tuesday"
0,2012-10-02,1255,"Tuesday"
0,2012-10-02,1300,"Tuesday"
0,2012-10-02,1305,"Tuesday"
0,2012-10-02,1310,"Tuesday"
0,2012-10-02,1315,"Tuesday"
0,2012-10-02,1320,"Tuesday"
0,2012-10-02,1325,"Tuesday"
0,2012-10-02,1330,"Tuesday"
0,2012-10-02,1335,"Tuesday"
0,2012-10-02,1340,"Tuesday"
0,2012-10-02,1345,"Tuesday"
0,2012-10-02,1350,"Tuesday"
0,2012-10-02,1355,"Tuesday"
0,2012-10-02,1400,"Tuesday"
0,2012-10-02,1405,"Tuesday"
0,2012-10-02,1410,"Tuesday"
0,2012-10-02,1415,"Tuesday"
0,2012-10-02,1420,"Tuesday"
0,2012-10-02,1425,"Tuesday"
0,2012-10-02,1430,"Tuesday"
0,2012-10-02,1435,"Tuesday"
0,2012-10-02,1440,"Tuesday"
0,2012-10-02,1445,"Tuesday"
0,2012-10-02,1450,"Tuesday"
0,2012-10-02,1455,"Tuesday"
0,2012-10-02,1500,"Tuesday"
0,2012-10-02,1505,"Tuesday"
0,2012-10-02,1510,"Tuesday"
0,2012-10-02,1515,"Tuesday"
0,2012-10-02,1520,"Tuesday"
0,2012-10-02,1525,"Tuesday"
0,2012-10-02,1530,"Tuesday"
0,2012-10-02,1535,"Tuesday"
0,2012-10-02,1540,"Tuesday"
0,2012-10-02,1545,"Tuesday"
0,2012-10-02,1550,"Tuesday"
0,2012-10-02,1555,"Tuesday"
0,2012-10-02,1600,"Tuesday"
0,2012-10-02,1605,"Tuesday"
0,2012-10-02,1610,"Tuesday"
0,2012-10-02,1615,"Tuesday"
0,2012-10-02,1620,"Tuesday"
0,2012-10-02,1625,"Tuesday"
0,2012-10-02,1630,"Tuesday"
0,2012-10-02,1635,"Tuesday"
0,2012-10-02,1640,"Tuesday"
0,2012-10-02,1645,"Tuesday"
0,2012-10-02,1650,"Tuesday"
0,2012-10-02,1655,"Tuesday"
0,2012-10-02,1700,"Tuesday"
0,2012-10-02,1705,"Tuesday"
0,2012-10-02,1710,"Tuesday"
0,2012-10-02,1715,"Tuesday"
0,2012-10-02,1720,"Tuesday"
0,2012-10-02,1725,"Tuesday"
0,2012-10-02,1730,"Tuesday"
0,2012-10-02,1735,"Tuesday"
0,2012-10-02,1740,"Tuesday"
0,2012-10-02,1745,"Tuesday"
0,2012-10-02,1750,"Tuesday"
0,2012-10-02,1755,"Tuesday"
0,2012-10-02,1800,"Tuesday"
0,2012-10-02,1805,"Tuesday"
0,2012-10-02,1810,"Tuesday"
0,2012-10-02,1815,"Tuesday"
0,2012-10-02,1820,"Tuesday"
0,2012-10-02,1825,"Tuesday"
0,2012-10-02,1830,"Tuesday"
0,2012-10-02,1835,"Tuesday"
0,2012-10-02,1840,"Tuesday"
0,2012-10-02,1845,"Tuesday"
0,2012-10-02,1850,"Tuesday"
0,2012-10-02,1855,"Tuesday"
0,2012-10-02,1900,"Tuesday"
0,2012-10-02,1905,"Tuesday"
0,2012-10-02,1910,"Tuesday"
0,2012-10-02,1915,"Tuesday"
0,2012-10-02,1920,"Tuesday"
0,2012-10-02,1925,"Tuesday"
0,2012-10-02,1930,"Tuesday"
0,2012-10-02,1935,"Tuesday"
0,2012-10-02,1940,"Tuesday"
0,2012-10-02,1945,"Tuesday"
0,2012-10-02,1950,"Tuesday"
0,2012-10-02,1955,"Tuesday"
0,2012-10-02,2000,"Tuesday"
0,2012-10-02,2005,"Tuesday"
0,2012-10-02,2010,"Tuesday"
0,2012-10-02,2015,"Tuesday"
0,2012-10-02,2020,"Tuesday"
0,2012-10-02,2025,"Tuesday"
0,2012-10-02,2030,"Tuesday"
0,2012-10-02,2035,"Tuesday"
0,2012-10-02,2040,"Tuesday"
0,2012-10-02,2045,"Tuesday"
0,2012-10-02,2050,"Tuesday"
0,2012-10-02,2055,"Tuesday"
0,2012-10-02,2100,"Tuesday"
0,2012-10-02,2105,"Tuesday"
0,2012-10-02,2110,"Tuesday"
0,2012-10-02,2115,"Tuesday"
0,2012-10-02,2120,"Tuesday"
0,2012-10-02,2125,"Tuesday"
0,2012-10-02,2130,"Tuesday"
0,2012-10-02,2135,"Tuesday"
0,2012-10-02,2140,"Tuesday"
0,2012-10-02,2145,"Tuesday"
0,2012-10-02,2150,"Tuesday"
0,2012-10-02,2155,"Tuesday"
0,2012-10-02,2200,"Tuesday"
0,2012-10-02,2205,"Tuesday"
117,2012-10-02,2210,"Tuesday"
9,2012-10-02,2215,"Tuesday"
0,2012-10-02,2220,"Tuesday"
0,2012-10-02,2225,"Tuesday"
0,2012-10-02,2230,"Tuesday"
0,2012-10-02,2235,"Tuesday"
0,2012-10-02,2240,"Tuesday"
0,2012-10-02,2245,"Tuesday"
0,2012-10-02,2250,"Tuesday"
0,2012-10-02,2255,"Tuesday"
0,2012-10-02,2300,"Tuesday"
0,2012-10-02,2305,"Tuesday"
0,2012-10-02,2310,"Tuesday"
0,2012-10-02,2315,"Tuesday"
0,2012-10-02,2320,"Tuesday"
0,2012-10-02,2325,"Tuesday"
0,2012-10-02,2330,"Tuesday"
0,2012-10-02,2335,"Tuesday"
0,2012-10-02,2340,"Tuesday"
0,2012-10-02,2345,"Tuesday"
0,2012-10-02,2350,"Tuesday"
0,2012-10-02,2355,"Tuesday"
0,2012-10-03,0,"Wednesday"
0,2012-10-03,5,"Wednesday"
0,2012-10-03,10,"Wednesday"
0,2012-10-03,15,"Wednesday"
0,2012-10-03,20,"Wednesday"
0,2012-10-03,25,"Wednesday"
0,2012-10-03,30,"Wednesday"
0,2012-10-03,35,"Wednesday"
0,2012-10-03,40,"Wednesday"
0,2012-10-03,45,"Wednesday"
0,2012-10-03,50,"Wednesday"
0,2012-10-03,55,"Wednesday"
0,2012-10-03,100,"Wednesday"
0,2012-10-03,105,"Wednesday"
0,2012-10-03,110,"Wednesday"
0,2012-10-03,115,"Wednesday"
0,2012-10-03,120,"Wednesday"
0,2012-10-03,125,"Wednesday"
0,2012-10-03,130,"Wednesday"
0,2012-10-03,135,"Wednesday"
0,2012-10-03,140,"Wednesday"
0,2012-10-03,145,"Wednesday"
0,2012-10-03,150,"Wednesday"
0,2012-10-03,155,"Wednesday"
0,2012-10-03,200,"Wednesday"
0,2012-10-03,205,"Wednesday"
0,2012-10-03,210,"Wednesday"
0,2012-10-03,215,"Wednesday"
0,2012-10-03,220,"Wednesday"
0,2012-10-03,225,"Wednesday"
0,2012-10-03,230,"Wednesday"
0,2012-10-03,235,"Wednesday"
0,2012-10-03,240,"Wednesday"
0,2012-10-03,245,"Wednesday"
0,2012-10-03,250,"Wednesday"
0,2012-10-03,255,"Wednesday"
0,2012-10-03,300,"Wednesday"
0,2012-10-03,305,"Wednesday"
0,2012-10-03,310,"Wednesday"
0,2012-10-03,315,"Wednesday"
0,2012-10-03,320,"Wednesday"
0,2012-10-03,325,"Wednesday"
0,2012-10-03,330,"Wednesday"
0,2012-10-03,335,"Wednesday"
0,2012-10-03,340,"Wednesday"
0,2012-10-03,345,"Wednesday"
0,2012-10-03,350,"Wednesday"
0,2012-10-03,355,"Wednesday"
0,2012-10-03,400,"Wednesday"
0,2012-10-03,405,"Wednesday"
4,2012-10-03,410,"Wednesday"
0,2012-10-03,415,"Wednesday"
0,2012-10-03,420,"Wednesday"
0,2012-10-03,425,"Wednesday"
36,2012-10-03,430,"Wednesday"
0,2012-10-03,435,"Wednesday"
0,2012-10-03,440,"Wednesday"
0,2012-10-03,445,"Wednesday"
0,2012-10-03,450,"Wednesday"
0,2012-10-03,455,"Wednesday"
0,2012-10-03,500,"Wednesday"
0,2012-10-03,505,"Wednesday"
0,2012-10-03,510,"Wednesday"
0,2012-10-03,515,"Wednesday"
0,2012-10-03,520,"Wednesday"
0,2012-10-03,525,"Wednesday"
0,2012-10-03,530,"Wednesday"
25,2012-10-03,535,"Wednesday"
0,2012-10-03,540,"Wednesday"
0,2012-10-03,545,"Wednesday"
90,2012-10-03,550,"Wednesday"
411,2012-10-03,555,"Wednesday"
413,2012-10-03,600,"Wednesday"
415,2012-10-03,605,"Wednesday"
519,2012-10-03,610,"Wednesday"
529,2012-10-03,615,"Wednesday"
613,2012-10-03,620,"Wednesday"
562,2012-10-03,625,"Wednesday"
612,2012-10-03,630,"Wednesday"
534,2012-10-03,635,"Wednesday"
323,2012-10-03,640,"Wednesday"
600,2012-10-03,645,"Wednesday"
533,2012-10-03,650,"Wednesday"
251,2012-10-03,655,"Wednesday"
56,2012-10-03,700,"Wednesday"
0,2012-10-03,705,"Wednesday"
32,2012-10-03,710,"Wednesday"
80,2012-10-03,715,"Wednesday"
10,2012-10-03,720,"Wednesday"
9,2012-10-03,725,"Wednesday"
145,2012-10-03,730,"Wednesday"
46,2012-10-03,735,"Wednesday"
0,2012-10-03,740,"Wednesday"
44,2012-10-03,745,"Wednesday"
126,2012-10-03,750,"Wednesday"
42,2012-10-03,755,"Wednesday"
138,2012-10-03,800,"Wednesday"
53,2012-10-03,805,"Wednesday"
0,2012-10-03,810,"Wednesday"
0,2012-10-03,815,"Wednesday"
22,2012-10-03,820,"Wednesday"
57,2012-10-03,825,"Wednesday"
161,2012-10-03,830,"Wednesday"
19,2012-10-03,835,"Wednesday"
15,2012-10-03,840,"Wednesday"
0,2012-10-03,845,"Wednesday"
16,2012-10-03,850,"Wednesday"
0,2012-10-03,855,"Wednesday"
0,2012-10-03,900,"Wednesday"
8,2012-10-03,905,"Wednesday"
0,2012-10-03,910,"Wednesday"
51,2012-10-03,915,"Wednesday"
516,2012-10-03,920,"Wednesday"
245,2012-10-03,925,"Wednesday"
0,2012-10-03,930,"Wednesday"
161,2012-10-03,935,"Wednesday"
7,2012-10-03,940,"Wednesday"
0,2012-10-03,945,"Wednesday"
0,2012-10-03,950,"Wednesday"
0,2012-10-03,955,"Wednesday"
0,2012-10-03,1000,"Wednesday"
0,2012-10-03,1005,"Wednesday"
0,2012-10-03,1010,"Wednesday"
0,2012-10-03,1015,"Wednesday"
0,2012-10-03,1020,"Wednesday"
0,2012-10-03,1025,"Wednesday"
0,2012-10-03,1030,"Wednesday"
0,2012-10-03,1035,"Wednesday"
0,2012-10-03,1040,"Wednesday"
0,2012-10-03,1045,"Wednesday"
0,2012-10-03,1050,"Wednesday"
0,2012-10-03,1055,"Wednesday"
0,2012-10-03,1100,"Wednesday"
0,2012-10-03,1105,"Wednesday"
0,2012-10-03,1110,"Wednesday"
0,2012-10-03,1115,"Wednesday"
0,2012-10-03,1120,"Wednesday"
0,2012-10-03,1125,"Wednesday"
0,2012-10-03,1130,"Wednesday"
72,2012-10-03,1135,"Wednesday"
73,2012-10-03,1140,"Wednesday"
0,2012-10-03,1145,"Wednesday"
0,2012-10-03,1150,"Wednesday"
116,2012-10-03,1155,"Wednesday"
97,2012-10-03,1200,"Wednesday"
0,2012-10-03,1205,"Wednesday"
0,2012-10-03,1210,"Wednesday"
0,2012-10-03,1215,"Wednesday"
0,2012-10-03,1220,"Wednesday"
0,2012-10-03,1225,"Wednesday"
15,2012-10-03,1230,"Wednesday"
0,2012-10-03,1235,"Wednesday"
0,2012-10-03,1240,"Wednesday"
0,2012-10-03,1245,"Wednesday"
0,2012-10-03,1250,"Wednesday"
0,2012-10-03,1255,"Wednesday"
80,2012-10-03,1300,"Wednesday"
69,2012-10-03,1305,"Wednesday"
0,2012-10-03,1310,"Wednesday"
0,2012-10-03,1315,"Wednesday"
0,2012-10-03,1320,"Wednesday"
0,2012-10-03,1325,"Wednesday"
0,2012-10-03,1330,"Wednesday"
0,2012-10-03,1335,"Wednesday"
0,2012-10-03,1340,"Wednesday"
99,2012-10-03,1345,"Wednesday"
100,2012-10-03,1350,"Wednesday"
0,2012-10-03,1355,"Wednesday"
0,2012-10-03,1400,"Wednesday"
